id,eventID,eventDate,geodeticDatum,countryCode,locationID,eventRemarks,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,coordinateUncertaintyInMeters
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-05-04T16:00:00UTC,Bar_Harbor_Town_Pier_22D_2005-05-04T16:00:00UTC,2005-05-04T16:00:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,3,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-05-13T16:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-05-13T16:50:00UTC,2005-05-13T16:50:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|tower on boat ramp, too rough out on floating dock, algea on ramp, shrimp",44.402771,-68.202588,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-01T17:15:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-01T17:15:00UTC,2005-06-01T17:15:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"we are seeing a ton of dinophysis…|boats at pier, first sunny week in months",44.402771,-68.202588,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-03T17:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-03T17:45:00UTC,2005-06-03T17:44:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|lots of organic matter in the water",44.402771,-68.202588,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-07T13:10:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-07T13:10:00UTC,2005-06-07T13:09:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,The sample was analyzed on 6-8.  Alexandrium was breaking down.  The 3 cells were in a clump.  Two were in the form of  a doublet.|It was sort of a mix between clear and fog.  The tow was a little longer than the usual 5 minutes.  There was a lobster boat with the motor running.,44.402771,-68.202588,0.5,4,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-13T17:40:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-13T17:40:00UTC,2005-06-13T17:39:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Nantucket Clipper taking off and releasing water (engine cooling? What else?) There is an oil slick. A guy dumped waste (bait juice) and hosed off truck into water.",44.402771,-68.202588,0.5,4.5,5
MDIBL-habs_MDIBL_Dock_22G_2005-06-15T14:00:00UTC,MDIBL_Dock_22G_2005-06-15T14:00:00UTC,2005-06-15T13:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|We had two very hot days and today colder than normal",44.39152,-68.192764,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-21T19:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-21T19:45:00UTC,2005-06-21T19:45:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,lots of bacteria|NA,44.402771,-68.202588,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-27T13:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-27T13:50:00UTC,2005-06-27T13:50:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|DO bottle #2 toppled over before settling",44.402771,-68.202588,0.5,1.5,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-06-28T19:48:00UTC,Bar_Harbor_Town_Pier_22D_2005-06-28T19:48:00UTC,2005-06-28T19:47:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,Forgot the scope- used a mason jar (tow depth and transparency depth approximate)|NA,44.402771,-68.202588,0.5,3,5
MDIBL-habs_MDIBL_Dock_22G_2005-06-28T20:15:00UTC,MDIBL_Dock_22G_2005-06-28T20:15:00UTC,2005-06-28T20:15:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,2.3,5
MDIBL-habs_SWH_Beals_21A_2005-06-30T12:40:00UTC,SWH_Beals_21A_2005-06-30T12:40:00UTC,2005-06-30T12:40:00Z,EPSG:4326 WGS84,US,SWH_Beals_21A,(3)  Gymnodinium|Fishing boats pulled up to the dock,44.2749688,-68.31374237,0.5,4,10
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-05T13:40:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-05T13:40:00UTC,2005-07-05T13:39:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,4.5,5
MDIBL-habs_MDIBL_Dock_22G_2005-07-05T20:15:00UTC,MDIBL_Dock_22G_2005-07-05T20:15:00UTC,2005-07-05T20:15:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,2,5
MDIBL-habs_SWH_Beals_21A_2005-07-07T13:30:00UTC,SWH_Beals_21A_2005-07-07T13:30:00UTC,2005-07-07T13:30:00Z,EPSG:4326 WGS84,US,SWH_Beals_21A,"NA|NA",44.2749688,-68.31374237,0.5,4,10
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-11T13:39:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-11T13:39:00UTC,2005-07-11T13:39:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|Barge at pier, left halfway through sampling, washing Cruise Ship with soap",44.402771,-68.202588,0.5,2,5
MDIBL-habs_SWH_Beals_21A_2005-07-14T12:18:00UTC,SWH_Beals_21A_2005-07-14T12:18:00UTC,2005-07-14T12:17:59Z,EPSG:4326 WGS84,US,SWH_Beals_21A,"NA|Oil on water surface",44.2749688,-68.31374237,0.5,4,10
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-18T13:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-18T13:30:00UTC,2005-07-18T13:30:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,4.5,5
MDIBL-habs_MDIBL_Dock_22G_2005-07-19T20:00:00UTC,MDIBL_Dock_22G_2005-07-19T20:00:00UTC,2005-07-19T19:59:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|lots of moon jellyfish",44.39152,-68.192764,0.5,1.75,5
MDIBL-habs_SWH_Dysarts_21A_2005-07-22T12:20:00UTC,SWH_Dysarts_21A_2005-07-22T12:20:00UTC,2005-07-22T12:20:00Z,EPSG:4326 WGS84,US,SWH_Dysarts_21A,"NA|NA",44.27415296,-68.32196911,0.5,3,70
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-25T13:52:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-25T13:52:00UTC,2005-07-25T13:52:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|From the Harbor Master: bait recently thrown over dock and a yacht was kicking up dirt because it was in shallow water.",44.402771,-68.202588,0.5,3,5
MDIBL-habs_MDIBL_Dock_22G_2005-07-25T18:46:00UTC,MDIBL_Dock_22G_2005-07-25T18:46:00UTC,2005-07-25T18:45:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,2,5
MDIBL-habs_Anchorage_Alpha_22A_2005-07-28T17:45:00UTC,Anchorage_Alpha_22A_2005-07-28T17:45:00UTC,2005-07-28T17:44:59Z,EPSG:4326 WGS84,US,Anchorage_Alpha_22A,"NA|Cruise Ship Enchantment of the Seas",44.39145975,-68.19188395,0.5,4,450
MDIBL-habs_Bass_Harbor_21B_2005-07-29T14:25:00UTC,Bass_Harbor_21B_2005-07-29T14:25:00UTC,2005-07-29T14:24:59Z,EPSG:4326 WGS84,US,Bass_Harbor_21B,"NA|Ferry arrived while towing",44.2347384,-68.34908401,0.5,3.1,200
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-01T13:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-01T13:50:00UTC,2005-08-01T13:50:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,one other is gymnodinium and the other is unkown|oil on surface,44.402771,-68.202588,0.5,4.2,5
MDIBL-habs_MDIBL_Dock_22G_2005-08-02T18:12:00UTC,MDIBL_Dock_22G_2005-08-02T18:12:00UTC,2005-08-02T18:11:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,we saw two types of phytoplankton that we could not identify- a rectangular single cell and a hamburger shaped dinoflagellate- we took pictures of both.|NA,44.39152,-68.192764,0.5,1.5,5
MDIBL-habs_SWH_Beals_21A_2005-08-04T12:42:00UTC,SWH_Beals_21A_2005-08-04T12:42:00UTC,2005-08-04T12:42:00Z,EPSG:4326 WGS84,US,SWH_Beals_21A,"Did not know to check the salinity, so the test was not run. Blame the new teacher intern.|One fisherman on dock originally, then father and two young kids came down to fish as well.",44.2749688,-68.31374237,0.5,3.8,10
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-09T15:24:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-09T15:24:00UTC,2005-08-09T15:24:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"Strained plankton to make it more concentrated|Alison, Jen, Jane Tifin",44.402771,-68.202588,0.5,3,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-16T18:16:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-16T18:16:00UTC,2005-08-16T18:15:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,sample bottle spilled|NA,44.402771,-68.202588,0.5,1.5,5
MDIBL-habs_MDIBL_Dock_22G_2005-08-16T18:41:00UTC,MDIBL_Dock_22G_2005-08-16T18:41:00UTC,2005-08-16T18:40:59Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|people on dock fishing, lots of suspended particles",44.39152,-68.192764,0.5,1.5,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-24T14:26:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-24T14:26:00UTC,2005-08-24T14:26:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|lots of boat traffic",44.402771,-68.202588,0.5,2,5
MDIBL-habs_MDIBL_Dock_22G_2005-08-24T15:08:00UTC,MDIBL_Dock_22G_2005-08-24T15:08:00UTC,2005-08-24T15:08:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-30T17:58:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-30T17:58:00UTC,2005-08-30T17:57:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|NA",44.402771,-68.202588,0.5,2,5
MDIBL-habs_MDIBL_Dock_22G_2005-08-30T18:35:00UTC,MDIBL_Dock_22G_2005-08-30T18:35:00UTC,2005-08-30T18:35:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,low phytoplankton count?|transparancy measurement hit bottom,44.39152,-68.192764,0.5,2,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-09-07T14:55:00UTC,Bar_Harbor_Town_Pier_22D_2005-09-07T14:55:00UTC,2005-09-07T14:55:00Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"NA|lots of boat traffic by the float- 2 cruise ships at harbor/ lobster boat on dock/ oil on surface of water/ water very green",44.402771,-68.202588,0.5,1.5,5
MDIBL-habs_MDIBL_Dock_22G_2005-09-07T15:35:00UTC,MDIBL_Dock_22G_2005-09-07T15:35:00UTC,2005-09-07T15:35:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,"NA|NA",44.39152,-68.192764,0.5,2.5,5
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-09-14T15:10:00UTC,Bar_Harbor_Town_Pier_22D_2005-09-14T15:10:00UTC,2005-09-14T15:09:59Z,EPSG:4326 WGS84,US,Bar_Harbor_Town_Pier_22D,"salinity not measured|2 cruise ships at anchor, lots of tender traffic",44.402771,-68.202588,0.5,3,5
MDIBL-habs_MDIBL_Dock_22G_2005-09-14T15:45:00UTC,MDIBL_Dock_22G_2005-09-14T15:45:00UTC,2005-09-14T15:45:00Z,EPSG:4326 WGS84,US,MDIBL_Dock_22G,lots of eucampia in big spirals- gave jar a reddish tint/ lots of black specs|very calm,44.39152,-68.192764,0.5,2,5
