id,eventID,site,locationID,geodeticDatum,decimalLatitude,decimalLongitude,countryCode,coordinateUncertaintyInMeters,eventDate,date_emailed_to_DMR,BOD_date,air_temp,water_temp,weather,rainfall_mm,wind_direction,wind_speed_knots,water_surface,water_current,tide_stage,tide_height,monitor_names,eventRemarks,salinity_ppt,DO1_ppm,DO2_ppm,DOavg_ppm,DO1_day5_ppm,DO2_day5_ppm,DO2_day5_avg,bod,transparency_depth_mean,sampling_method,minimumDepthInMeters,maximumDepthInMeters,Alexandrium,Ceratium,Chaetoceros_spp,Chaetoceros_socialis,Coscinodiscus,Dictyocha,Ditylum,Dinophysis_spp,Eucampia,Gonyaulax,Guinardia,Gymnodinium,Gyrosigma,Licmophora,Leptocylindrus,Melosira,Navicula,Nitzschia,Phaeocystis,Pleurosigma,Prorocentrum_spp,Prorocentrum_lima,Protoperidinium,Pseudo_nitzschia_small,Pseudo_nitzschia_large,Pseudo_nitzchia_spp,Rhizosolenia,Thalassionema,Thalassiosira,Other_phytoplankton,total_phytoplankton,too_numerous_to_count_grid_num
MDIBL-habs_22G_2007-07-20T14:30:00UTC,22G_2007-07-20T14:30:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2007-07-20T14:30:00UTC,2007-07-20,NA,17.5,12,Downpour,7.874,35,12,Ripple,Low,In,0.45720000000000005,Disney J|Turner T,"Hit bottom on transparency.  Phytoplankton count for ""other"": 155 Scripsiella.  Dominant Species 1: Scripsiella.|Still raining hard.",27,7.8,7.4,7.6,NA,NA,NA,NA,2.5,Filter,0.5,NA,3,0,0,0,0,0,0,139,0,15,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,155,0,NA
MDIBL-habs_22D_2007-07-23T14:50:00UTC,22D_2007-07-23T14:50:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2007-07-23T14:50:00UTC,2007-07-24,NA,24,15.3,Clear,0,90,0.8,Calm,None,Out,3.3528000000000002,Aquino,"Chaetoceros was Present.  Lycomorpha had 17 cells per 4 rows (58).|Secchi hit bottom.  American Star, 3 yachts on other side of pier.  Oil on surface.",33,8.6,8.8,8.7,NA,NA,NA,NA,3.15,Filter,0.5,NA,1,0,0,0,0,0,0,89,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,NA
MDIBL-habs_23A_2007-07-26T13:50:00UTC,23A_2007-07-26T13:50:00UTC,Bass Harbor,23A,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2007-07-26T13:50:00UTC,NA,NA,NA,14.5,Clear,0,90,2,Ripple,NA,NA,2.5908,Spiker,"Chaetoceros was Rare, Thalassiosira was Rare.  Phytoplankton count for other: 1 Odontella, 3 Diplopsalis, 2 Scripsiella|NA",34,NA,NA,NA,NA,NA,NA,NA,NA,Filter,0.5,NA,8,0,0,2,0,4,0,63,0,4,3,0,3,1,0,2,0,0,0,0,0,0,9,0,0,1,0,0,0,6,142,NA
MDIBL-habs_22D_2007-07-30T14:30:00UTC,22D_2007-07-30T14:30:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2007-07-30T14:30:00UTC,NA,NA,21,NA,Fog,NA,315,0,Calm,None,NA,NA,Aquino,"Phytoplankton count in other: 16 Diplopsalis,16 Scripsiella.|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,Filter,0.5,NA,4,0,0,0,0,0,0,709,0,40,4,4,12,16,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,32,849,NA
MDIBL-habs_27B_2007-07-31T03:59:59UTC,27B_2007-07-31T03:59:59UTC,The Hop,27B,EPSG:4326 WGS84,44.41317145,-68.15509966,US,10,2007-07-31T03:59:59UTC,NA,NA,23.9,15,Fog,NA,315,0,Calm,Low,NA,NA,Childs E,Phytoplankton count in other: 296 Scripsiella.  Chaetoceros was Rare.  Guinardia was Rare.|NA,35,7.6,8.35,7.975,NA,NA,NA,NA,5.925,Filter,0.5,NA,4,0,0,0,0,0,0,0,0,268,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,576,NA
MDIBL-habs_22A_2007-07-31T03:59:59UTC,22A_2007-07-31T03:59:59UTC,Anchorage Alpha,22A,EPSG:4326 WGS84,44.39145975,-68.19188395,US,450,2007-07-31T03:59:59UTC,NA,NA,21.5,14,Fog,NA,315,0,Calm,None,NA,NA,not_recorded,"Phytoplankton count for ""other"": 4 Diplopsalis, 36 Scripsiella|NA",NA,7.2,7.6,7.4,NA,NA,NA,NA,6.8,Filter,0.5,NA,4,0,0,0,0,0,0,7,0,40,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,40,0,NA
MDIBL-habs_22G_2007-07-31T15:30:00UTC,22G_2007-07-31T15:30:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2007-07-31T15:30:00UTC,2007-07-31,NA,19,18,Clear,0,35,1,Calm,None,NA,1.9812,Childs E,Alexandrium count for 1 row x4.|Lot of seaweed floating.,NA,7.9,8,7.95,NA,NA,NA,NA,3.5,Filter,0.5,NA,4,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,NA
MDIBL-habs_22D_2007-08-06T14:21:00UTC,22D_2007-08-06T14:21:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2007-08-06T14:21:00UTC,2007-08-06,NA,20,14.2,Clear,0,135,3,Ripple,None,Out,0.3048,Childs E|Secrist,"Chaetoceros was Rare. Eucampia was Rare. Guinardia was Common. Navicula was Rare. Phytoplankton count in ""other"": 4 Fragilaria, 12 Scripsiella, 8 Licomorpha.|Boats that tied up to pier are Penelope Anne and Emily Catherine.",33,7.5,7.5,7.5,NA,NA,NA,NA,2.7,Filter,0.5,NA,21,0,0,0,0,4,0,70,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,288,0,0,24,439,NA
MDIBL-habs_23B_2007-08-09T14:30:00UTC,23B_2007-08-09T14:30:00UTC,Bernard,23B,EPSG:4326 WGS84,44.24062188,-68.35163709,US,15,2007-08-09T14:30:00UTC,NA,NA,NA,12.5,NA,0,NA,NA,NA,NA,Out,2.7432000000000003,Spiker,"leptocylindrus was common and Pseudonichia abundant;Others: Scrippella commonly scene in samples, looks like alexandrium.|NA",34,NA,NA,NA,NA,NA,NA,NA,NA,Filter,0.5,NA,0,8,0,0,8,0,0,88,0,32,0,0,32,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,36,224,NA
MDIBL-habs_22G_2007-08-10T03:59:59UTC,22G_2007-08-10T03:59:59UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2007-08-10T03:59:59UTC,NA,NA,NA,NA,Clear,0,NA,NA,Ripple,Medium,NA,NA,Childs E|Aquino,"NA|NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,Filter,0.5,NA,2,0,16,0,28,0,0,780,22,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,NA
MDIBL-habs_22D_2007-08-13T14:16:00UTC,22D_2007-08-13T14:16:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2007-08-13T14:16:00UTC,2007-08-13,NA,17.5,13.5,Overcast,3.0479999999999996,270,3,Ripple,None,NA,1.524,Durrant A,"Counts were done for first row only, number of cells was multiplied by 4 for number of cells recorded above.  Phytoplankton count for ""other"":16 Fragilaria.|oil slick, smells of sewage and fish guts.  Lots of organic matter in the water, lobster boat at pier.",33,9.1,8.2,8.65,NA,NA,NA,NA,NA,Filter,0.5,NA,32,0,144,0,0,32,0,612,48,48,240,0,0,16,16,0,0,0,0,0,0,0,56,0,0,0,280,0,232,16,2088,NA
MDIBL-habs_22G_2007-08-14T13:20:00UTC,22G_2007-08-14T13:20:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2007-08-14T13:20:00UTC,2007-08-14,NA,16.5,13,Clear,0.254,NA,7,Waves,Low,NA,1.2192,Childs E,"Chaetoceros was Rare.  Guinardia was Common. Leptocylindrus was Rare. Thalassiosira was Present.  Phtyplankton count for ""other"": 10 Scrippsiella.|NA",34,8.1,8.2,8.15,NA,NA,NA,NA,3.45,Filter,0.5,NA,22,0,0,0,6,14,0,910,44,8,0,0,4,0,0,0,64,6,0,0,0,0,94,0,0,0,44,0,0,10,1226,NA
MDIBL-habs_22D_2007-09-05T17:08:00UTC,22D_2007-09-05T17:08:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2007-09-05T17:08:00UTC,NA,NA,15.5,13,Clear,0,315,7,Ripple,Low,In,0.6096,Disney J,gah.|The wind is strong and the whale watches are being used as tenders in addition to the cruie ship tenders. 2 ships at alpha and bravo.,35,8,7.9,7.95,NA,NA,NA,NA,2.72,Filter,0.5,NA,0,0,0,0,4,0,4,274,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1000,0,1302,NA
MDIBL-habs_22G_2008-06-08T16:07:00UTC,22G_2008-06-08T16:07:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-06-08T16:07:00UTC,NA,NA,24,16,Clear,0,225,3,Ripple,NA,NA,NA,Reed,This was sample was not finished|2,NA,8.7,8.4,8.55,NA,NA,NA,NA,2.8,Filter,0.5,NA,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-06-24T21:00:00UTC,22G_2008-06-24T21:00:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-06-24T21:00:00UTC,NA,NA,27,16.5,Clear,8.128,270,6,Ripple,None,NA,2.4384,Balkaran K,"Chaetoceros was abundant in this sample. Scripsiella - 20, Licomorpha - 4|Moon Jellies",35,8.2,8.2,8.2,NA,NA,NA,NA,3.81,Filter,0.5,NA,43,0,0,0,0,0,0,236,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NA
MDIBL-habs_22G_2008-06-25T18:07:00UTC,22G_2008-06-25T18:07:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-06-25T18:07:00UTC,NA,NA,27,16,Clear,0,270,9,Ripple,None,NA,1.524,Childs E,Chaetoceros was abundant in this sample.  2 Dinophysis were acuminata.|NA,35,8.4,8,8.2,NA,NA,NA,NA,3.6,Filter,0.5,NA,5,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
MDIBL-habs_22D_2008-06-26T14:40:00UTC,22D_2008-06-26T14:40:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2008-06-26T14:40:00UTC,NA,NA,20,14,Partly Cloudy,0,135,3,Ripple,Low,NA,0,Childs E,"NA|NA",33,8.2,8.2,8.2,NA,NA,NA,NA,2.5,Filter,0.5,NA,14,0,0,0,0,0,0,237,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-01T13:42:00UTC,22G_2008-07-01T13:42:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-01T13:42:00UTC,NA,NA,25,14.5,Clear,NA,999,0,Calm,None,Out,2.1336,Childs E|Reed|Balkaran K,"looked at the first two rows and multiplied by 2, and the other species were not counted and that is why many are blank, we also don't have a total for the number of phytoplankton because we were not counting them all|NA",35,8,8.2,8.1,NA,NA,NA,NA,3.23,Filter,0.5,NA,14,4,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-03T14:10:00UTC,22G_2008-07-03T14:10:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-03T14:10:00UTC,NA,NA,24,14,Clear,0,225,2,Ripple,NA,In,1.8288000000000002,Drepup,We only counted Alex. and Dino. So the blanks don't me that there wasn't anything it just means that we didn't look for that speicies|NA,35,8,8.2,8.1,NA,NA,NA,NA,2.435,Filter,0.5,NA,0,0,0,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-10T18:15:00UTC,22G_2008-07-10T18:15:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-10T18:15:00UTC,NA,NA,26.5,16,Clear,0,999,0,Ripple,Low,In,0.9144000000000001,Reed|Balkaran K,We only counted Alex. and Dino. So the blanks don't me that there wasn't anything it just means that we didn't look for that species|NA,NA,8.6,8,8.3,NA,NA,NA,NA,3.05,Filter,0.5,NA,22,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-14T13:36:00UTC,22G_2008-07-14T13:36:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-14T13:36:00UTC,NA,NA,20,16,Fog,NA,35,0,Calm,None,Out,0.3048,Childs E,We only counted Alex. and Dino. So the blanks don't me that there wasn't anything it just means that we didn't look for that speicies|NA,27,8,8,8,NA,NA,NA,NA,3.375,Filter,0.5,NA,8,0,0,0,0,0,0,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_21C_2008-07-17T14:35:00UTC,21C_2008-07-17T14:35:00UTC,Northeast Harbor,21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2008-07-17T14:35:00UTC,NA,NA,37,14,Clear,0,35,1,Ripple,Low,NA,1.9812,Drepup|Mejia,"Sample was out of thirty mls not 15. We had another D.O. bottle that was 8.4 so the average would be 8.3 if there was confution at the numbers. There were 4 Diplopsalis. 22 Fragilaria. Chaetoceros was presant and dominate speicies|At the marina, lots of boat traffic",34,8.4,8.1,8.3,NA,NA,NA,NA,4.62,Filter,0.5,NA,0,6,0,0,0,0,0,12,0,8,0,4,4,18,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-22T18:10:00UTC,22G_2008-07-22T18:10:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-22T18:10:00UTC,NA,NA,24,16,Overcast,NA,35,5,Ripple,Low,NA,NA,Childs E,I tried to count as manythings as I could but I may have missed a few.  32 of the Dinophysis were acuminata|NA,NA,7,8,7.5,NA,NA,NA,NA,3.57,Filter,0.5,NA,0,0,0,0,0,0,0,1004,0,1,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22D_2008-07-30T15:06:00UTC,22D_2008-07-30T15:06:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2008-07-30T15:06:00UTC,NA,NA,23.3,13,Clear,3.8099999999999996,315,2,Ripple,None,NA,NA,Childs E,"Chaetocerous is common.  Looked for every species.  Guinardia was present.  Leptocylindrus was common.|a boat has just ""cleaned up"" with a pressure hose.  There was oil in the water.",35,7.6,7.7,7.65,NA,NA,NA,NA,4.5525,Filter,0.5,NA,2,0,0,0,0,0,6,114,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-07-31T16:41:00UTC,22G_2008-07-31T16:41:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-07-31T16:41:00UTC,NA,NA,24,16,Partly Cloudy,0,35,3,Calm,None,In,0.9144000000000001,Childs E,84 of the Dinophysis were acuminata.  Leptocylindrus was Rare.|NA,36,8.4,8.6,8.5,NA,NA,NA,NA,3.6,Filter,0.5,NA,8,0,0,0,0,0,0,3884,0,80,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2008-08-04T17:41:00UTC,22G_2008-08-04T17:41:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2008-08-04T17:41:00UTC,NA,NA,21.3,17.2,Partly Cloudy,NA,999,0,Calm,None,Out,2.1336,Childs E,I saw a few other seices when I was scaning but I wasn't paying as much attention to anything that wasn't dinophysis. And of the 2332 56 of those were acuminata.Chatoceros was present and lepticylindrus was rare|It took a really long time to get one of the DO bottles into solution and the other one didn't go at all. But the DO that we found for the bottle that we thought went into solution was very low.,33,5.6,NA,5.6,NA,NA,NA,NA,3.79,Filter,0.5,NA,2,0,0,0,0,0,0,2332,0,8,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22D_2009-05-03T13:52:00UTC,22D_2009-05-03T13:52:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2009-05-03T13:52:00UTC,NA,NA,NA,7,NA,NA,90,NA,NA,NA,NA,NA,not_recorded,"NA|wind direction: E (possibly)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Filter,0.5,NA,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22D_2009-05-27T12:54:00UTC,22D_2009-05-27T12:54:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2009-05-27T12:54:00UTC,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,Disney J,"NA|NA",30,NA,NA,8.8,NA,NA,NA,NA,NA,Filter,0.5,NA,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22D_2009-06-06T20:00:00UTC,22D_2009-06-06T20:00:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2009-06-06T20:00:00UTC,NA,NA,NA,10.5,NA,NA,35,NA,NA,NA,NA,NA,Disney J,Lots of diverse zooplankton titimnids.|Wind direction: NE.    Wind speed: nil  Hit bottom at 2.9m.    Could still see secchi.   Sujn came out after cloudy morning.,34,10.8,10,10.4,NA,NA,NA,NA,NA,Filter,0.5,NA,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2009-06-19T13:30:00UTC,22G_2009-06-19T13:30:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2009-06-19T13:30:00UTC,NA,NA,NA,11,NA,NA,35,NA,NA,NA,NA,NA,Disney J,"other noteworthy species: clamlarae, tintinnids|Wind Direction: NE.",33,8.6,8.4,8.5,NA,NA,NA,NA,3.25,Filter,0.5,NA,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22G_2009-06-25T19:00:00UTC,22G_2009-06-25T19:00:00UTC,MDIBL Dock,22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2009-06-25T19:00:00UTC,NA,NA,18.5,15,NA,NA,35,NA,NA,NA,NA,NA,Disney J,"NA|wind direction: NE",31,7.3,7.4,7.35,NA,NA,NA,NA,3.275,Filter,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDIBL-habs_22D_2009-06-30T14:35:00UTC,22D_2009-06-30T14:35:00UTC,Bar Harbor Town Pier,22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2009-06-30T14:35:00UTC,NA,NA,20,12,NA,NA,35,NA,NA,NA,NA,NA,Disney J,"NA|Wind direction: NE     transparency hit bottom at 3.05m.",NA,6.8,7.1,6.7,NA,NA,NA,NA,NA,Filter,0.5,NA,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
