id,row_id,username,license,license_url,lat,lng,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,Count,Comments_Brand_Names,Abundance,Water_Temperature_(_C)_(C),Air_temperature_(_C)_(°C),Transparency_(m),Salinity_(ppt),Dissolved_Oxygen,Current_(relative),Nutrient_Vial_Number,Nutrient_bath_temperature_(C),__of_LARGE_Pseudo_nitzschia,__of_SMALL_Pseudo_nitzschia,__of_Dinophysis_acuminata,__of_Alexandrium,__of_Prorocentrum_lima,__of_Margalefidinium_p_,__of_Karenia,PS_TNTC_reached_at_cell__,Comments,Phytoplankton_(Dominant_Species_1),Phytoplankton_(Dominant_Species_2),Phytoplankton_(Dominant_Species_3),Date_e_mailed_to_DMR,Lab_Comments,Collected_By,Inches_of_Rain_(in),Tide_in___out,Time_of_Low_Tide,Time_of_High_Tide,Weather,Water_Surface,Wind_Direction,Phytoplanton_Sample_Method,Field_Notes,Image 1,Image 2,Image 3,Image 4,Image 5,__of_Dinophysis_norvegica,__of_Dinophysis_spp__(unknown),Descending_Transparency_(m),Ascending_Transparency_(m),Water_Depth_(m),Frequency_(Dominant_Species_1),Frequency_(Dominant_Species_2),Zooplankton_Frequency,Microplastics_Sampling_Type,Amount_of_Water_Filtered_(L),Blue__Round,Blue__Filament,Blue__Angular,Blue__Other_Shape,Red__Round,Red__Filament,Red__Angular,Red__Other_Shape,Transparent_White__Round,Transparent_White__Filament,Transparent_White__Angular,Transparent_White__Other_Shape,Black__Round,Black__Filament,Black__Angular,Black__Other_Shape,Green__Round,Green__Filament,Green__Angular,Green__Other_Shape,Other_Colors__Round,Other_Colors__Filament,Other_Colors__Angular,Other_Colors__Other_Shape,Microplastics_Notes,Wind_Speed,__Grid_Cells_Counted,pH,__of_Copepods,Wind_Speed_(mph)
39593,69499,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.453308,-68.706055,Penobscot Town Landing,,2016-07-31 13:00:00+0000,United States,Hancock County,Maine,Penobscot,`04476,"dominated by tintinnid ciliates, Ditylum brighwellii and Chaetoceros spp, some Melosira moniliformis, some Ceratium fusis and Protoperidinium spp",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39593,69500,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.453308,-68.706055,Penobscot Town Landing,,2016-07-31 13:00:00+0000,United States,Hancock County,Maine,Penobscot,`04476,"dominated by tintinnid ciliates, Ditylum brighwellii and Chaetoceros spp, some Melosira moniliformis, some Ceratium fusis and Protoperidinium spp",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39593,69501,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.453308,-68.706055,Penobscot Town Landing,,2016-07-31 13:00:00+0000,United States,Hancock County,Maine,Penobscot,`04476,"dominated by tintinnid ciliates, Ditylum brighwellii and Chaetoceros spp, some Melosira moniliformis, some Ceratium fusis and Protoperidinium spp",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39593,69502,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.453308,-68.706055,Penobscot Town Landing,,2016-07-31 13:00:00+0000,United States,Hancock County,Maine,Penobscot,`04476,"dominated by tintinnid ciliates, Ditylum brighwellii and Chaetoceros spp, some Melosira moniliformis, some Ceratium fusis and Protoperidinium spp",0,common to abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69503,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",2,rare in 200 grid count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69504,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",9,rare in 200 grid count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69505,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",199,common in 200 grid count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69506,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69507,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69508,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",0,"abundant, one of the dominant species",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39594,69509,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.370621,-68.785233,Brooksville - Indian Bar,,2016-07-31 14:00:00+0000,United States,Hancock County,Maine,Brooksville,`04420,"dominated by diatoms, Chaetoceros spp, Skeletonema spp, Ditylum brighwellii, and a few Lithodesmium and assorted dinoflagellates like Ceratium fusis, Ceratium longipes, Prorocentrum micans",0,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69510,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",2,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69511,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",4,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69512,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69513,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69514,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",0,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69515,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",0,dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39595,69516,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-19 15:37:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"In a count of 200 grids, hazardous algal bloom (HAB) species were rare, diatoms like Skeletonema were abundant, a large un-indentified colorless dinoflagellate was abundant 677 cells,",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69517,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,none observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69518,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",15,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69519,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69520,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69521,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69522,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39596,69523,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.402035,-68.574654,,,2016-08-03 20:47:12+0000,United States,Hancock County,Maine,Blue Hill,`04614,"In a count of 200 grids, Scrippsiella spp were dominant dinoflagellate at 269 cells, Protoperidinium spp 23 cells, the filter clogged after 8 L (normal sample is 10L concentrated to 15 ml).  Blue Hill Harbor was accessed from the golf course area by the Mill Pond.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69524,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,3,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69525,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,16,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69526,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69527,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,0,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69528,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,0,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69529,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,0,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39597,69530,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-09 19:30:00+0000,United States,Hancock County,Maine,Penobscot,`04617,Among 200 grids counted Scrippsiella spp was dominant among Dinoflagellates along with a colorless dinoflagellate 38 cells.,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39598,69531,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-03 16:00:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"Dominated by diatoms, especially chains of Dactylosolen spp, tintinnid ciliates were common",23,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39598,69532,MarkWhiting,Creative Commons Attribution 4.0 International License,https://creativecommons.org/licenses/by/4.0/,44.398888,-68.703835,Penobscot - Bagaduce Lunch,,2016-07-03 16:00:00+0000,United States,Hancock County,Maine,Penobscot,`04617,"Dominated by diatoms, especially chains of Dactylosolen spp, tintinnid ciliates were common",22,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
