id,basisOfRecord,organismName,organismQuantity,organismQuantityType,occurrenceID,occurrenceStatus,scientificName,scientificNameID,taxonID,kingdom
MDIBL-habs_22G_2004-08-11T13:55:00UTC,HumanObservation,phaeocystis,0.10869565217391304,Relative Abundance,2004-08-11T13:55:00UTC_phaeocystis,present,Phaeocystis,(urn:lsid:marinespecies.org:taxname:115088),NCBI:txid33656,Chromista
MDIBL-habs_22G_2004-08-11T13:55:00UTC,HumanObservation,rhizosolenia,0.043478260869565216,Relative Abundance,2004-08-11T13:55:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22D_2004-08-21T14:10:00UTC,HumanObservation,coscinodiscus,0.42857142857142855,Relative Abundance,2004-08-21T14:10:00UTC_coscinodiscus,present,Coscinodiscus,(urn:lsid:marinespecies.org:taxname:148917),NCBI:txid33641,Chromista
MDIBL-habs_22D_2004-08-21T14:10:00UTC,HumanObservation,dinophysis_spp,0.21428571428571427,Relative Abundance,2004-08-21T14:10:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2004-08-21T14:10:00UTC,HumanObservation,gonyaulax,0.07142857142857142,Relative Abundance,2004-08-21T14:10:00UTC_gonyaulax,present,Gonyaulax,(urn:lsid:marinespecies.org:taxname:109519),NCBI:txid2912,Chromista
MDIBL-habs_22D_2004-08-21T14:10:00UTC,HumanObservation,gyrosigma,0.07142857142857142,Relative Abundance,2004-08-21T14:10:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22D_2004-08-21T14:10:00UTC,HumanObservation,leptocylindrus,0.21428571428571427,Relative Abundance,2004-08-21T14:10:00UTC_leptocylindrus,present,Leptocylindrus,(urn:lsid:marinespecies.org:taxname:149038),NCBI:txid163515,Chromista
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,chaetoceros_spp,0.07692307692307693,Relative Abundance,2004-09-07T18:15:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,chaetoceros_socialis,0.23076923076923078,Relative Abundance,2004-09-07T18:15:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,dinophysis_spp,0.3076923076923077,Relative Abundance,2004-09-07T18:15:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,gyrosigma,0.07692307692307693,Relative Abundance,2004-09-07T18:15:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,protoperidinium,0.07692307692307693,Relative Abundance,2004-09-07T18:15:00UTC_protoperidinium,present,Protoperidinium,(urn:lsid:marinespecies.org:taxname:109553),NCBI:txid261839,Chromista
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,rhizosolenia,0.15384615384615385,Relative Abundance,2004-09-07T18:15:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22D_2004-09-07T18:15:00UTC,HumanObservation,other_phytoplankton,0.07692307692307693,Relative Abundance,2004-09-07T18:15:00UTC_other_phytoplankton,present,Chromista,(urn:lsid:marinespecies.org:taxname:7),NCBI:txid2698737,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,alexandrium,0.016666666666666666,Relative Abundance,2004-09-10T17:15:00UTC_alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,chaetoceros_socialis,0.13333333333333333,Relative Abundance,2004-09-10T17:15:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,coscinodiscus,0.016666666666666666,Relative Abundance,2004-09-10T17:15:00UTC_coscinodiscus,present,Coscinodiscus,(urn:lsid:marinespecies.org:taxname:148917),NCBI:txid33641,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,ditylum,0.016666666666666666,Relative Abundance,2004-09-10T17:15:00UTC_ditylum,present,Ditylum,(urn:lsid:marinespecies.org:taxname:149022),NCBI:txid49248,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,dinophysis_spp,0.11666666666666667,Relative Abundance,2004-09-10T17:15:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,gonyaulax,0.05,Relative Abundance,2004-09-10T17:15:00UTC_gonyaulax,present,Gonyaulax,(urn:lsid:marinespecies.org:taxname:109519),NCBI:txid2912,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,guinardia,0.35,Relative Abundance,2004-09-10T17:15:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,gyrosigma,0.016666666666666666,Relative Abundance,2004-09-10T17:15:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,leptocylindrus,0.06666666666666667,Relative Abundance,2004-09-10T17:15:00UTC_leptocylindrus,present,Leptocylindrus,(urn:lsid:marinespecies.org:taxname:149038),NCBI:txid163515,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,melosira,0.05,Relative Abundance,2004-09-10T17:15:00UTC_melosira,present,Melosira, (urn:lsid:marinespecies.org:taxname:149042),NCBI:txid35124,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,rhizosolenia,0.11666666666666667,Relative Abundance,2004-09-10T17:15:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,thalassiosira,0.016666666666666666,Relative Abundance,2004-09-10T17:15:00UTC_thalassiosira,present,Thalassiosira,(urn:lsid:marinespecies.org:taxname:148912),NCBI:txid35127,Chromista
MDIBL-habs_22C_2004-09-10T17:15:00UTC,HumanObservation,other_phytoplankton,0.03333333333333333,Relative Abundance,2004-09-10T17:15:00UTC_other_phytoplankton,present,Chromista,(urn:lsid:marinespecies.org:taxname:7),NCBI:txid2698737,Chromista
MDIBL-habs_22C_2004-09-12T19:45:00UTC,HumanObservation,chaetoceros_spp,0.14634146341463414,Relative Abundance,2004-09-12T19:45:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-12T19:45:00UTC,HumanObservation,chaetoceros_socialis,0.2682926829268293,Relative Abundance,2004-09-12T19:45:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22C_2004-09-12T19:45:00UTC,HumanObservation,guinardia,0.12195121951219512,Relative Abundance,2004-09-12T19:45:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
MDIBL-habs_22C_2004-09-12T19:45:00UTC,HumanObservation,rhizosolenia,0.4634146341463415,Relative Abundance,2004-09-12T19:45:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,chaetoceros_spp,0.25,Relative Abundance,2004-09-14T15:50:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,chaetoceros_socialis,0.23076923076923078,Relative Abundance,2004-09-14T15:50:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,guinardia,0.15384615384615385,Relative Abundance,2004-09-14T15:50:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,gyrosigma,0.038461538461538464,Relative Abundance,2004-09-14T15:50:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,melosira,0.019230769230769232,Relative Abundance,2004-09-14T15:50:00UTC_melosira,present,Melosira, (urn:lsid:marinespecies.org:taxname:149042),NCBI:txid35124,Chromista
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,rhizosolenia,0.2692307692307692,Relative Abundance,2004-09-14T15:50:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22C_2004-09-14T15:50:00UTC,HumanObservation,thalassiosira,0.038461538461538464,Relative Abundance,2004-09-14T15:50:00UTC_thalassiosira,present,Thalassiosira,(urn:lsid:marinespecies.org:taxname:148912),NCBI:txid35127,Chromista
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,chaetoceros_spp,0.22916666666666666,Relative Abundance,2004-09-15T15:25:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,chaetoceros_socialis,0.08333333333333333,Relative Abundance,2004-09-15T15:25:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,dinophysis_spp,0.10416666666666667,Relative Abundance,2004-09-15T15:25:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,guinardia,0.2708333333333333,Relative Abundance,2004-09-15T15:25:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,gyrosigma,0.020833333333333332,Relative Abundance,2004-09-15T15:25:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-15T15:25:00UTC,HumanObservation,rhizosolenia,0.2916666666666667,Relative Abundance,2004-09-15T15:25:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,chaetoceros_spp,0.07042253521126761,Relative Abundance,2004-09-16T16:00:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,chaetoceros_socialis,0.1267605633802817,Relative Abundance,2004-09-16T16:00:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,dinophysis_spp,0.16901408450704225,Relative Abundance,2004-09-16T16:00:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,gonyaulax,0.014084507042253521,Relative Abundance,2004-09-16T16:00:00UTC_gonyaulax,present,Gonyaulax,(urn:lsid:marinespecies.org:taxname:109519),NCBI:txid2912,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,guinardia,0.08450704225352113,Relative Abundance,2004-09-16T16:00:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,gyrosigma,0.014084507042253521,Relative Abundance,2004-09-16T16:00:00UTC_gyrosigma,present,NA,NA,NA,NA
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,leptocylindrus,0.1267605633802817,Relative Abundance,2004-09-16T16:00:00UTC_leptocylindrus,present,Leptocylindrus,(urn:lsid:marinespecies.org:taxname:149038),NCBI:txid163515,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,melosira,0.014084507042253521,Relative Abundance,2004-09-16T16:00:00UTC_melosira,present,Melosira, (urn:lsid:marinespecies.org:taxname:149042),NCBI:txid35124,Chromista
MDIBL-habs_22C_2004-09-16T16:00:00UTC,HumanObservation,rhizosolenia,0.38028169014084506,Relative Abundance,2004-09-16T16:00:00UTC_rhizosolenia,present,Rhizosolenia,(urn:lsid:marinespecies.org:taxname:149069),NCBI:txid3004,Chromista
MDIBL-habs_22D_2004-09-17T13:25:00UTC,HumanObservation,chaetoceros_spp,0.2222222222222222,Relative Abundance,2004-09-17T13:25:00UTC_chaetoceros_spp,present,NA,NA,NA,NA
MDIBL-habs_22D_2004-09-17T13:25:00UTC,HumanObservation,chaetoceros_socialis,0.1111111111111111,Relative Abundance,2004-09-17T13:25:00UTC_chaetoceros_socialis,present,Chaetoceros socialis,(urn:lsid:marinespecies.org:taxname:149123),NCBI:txid163503,Chromista
MDIBL-habs_22D_2004-09-17T13:25:00UTC,HumanObservation,dinophysis_spp,0.041666666666666664,Relative Abundance,2004-09-17T13:25:00UTC_dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_22D_2004-09-17T13:25:00UTC,HumanObservation,guinardia,0.013888888888888888,Relative Abundance,2004-09-17T13:25:00UTC_guinardia,present,Guinardia,(urn:lsid:marinespecies.org:taxname:149111),NCBI:txid216800,Chromista
